date,review_count
2004/1,1
2004/2,1
2004/3,1
2004/4,1
2004/5,1
2004/6,1
2004/7,1
2004/8,1
2004/9,1
2004/10,1
2004/11,1
2004/12,1
2005/1,1
2005/2,1
2005/3,1
2005/4,1
2005/5,1
2005/6,1
2005/7,1
2005/8,1
2005/9,1
2005/10,1
2005/11,1
2005/12,1
2006/1,1
2006/2,1
2006/3,1
2006/4,1
2006/5,1
2006/6,1
2006/7,1
2006/8,1
2006/9,1
2006/10,1
2006/11,1
2006/12,1
2007/1,1
2007/2,1
2007/3,1
2007/4,1
2007/5,1
2007/6,1
2007/7,1
2007/8,1
2007/9,1
2007/10,1
2007/11,1
2007/12,1
2008/1,1
2008/2,1
2008/3,1
2008/4,1
2008/5,1
2008/6,1
2008/7,1
2008/8,1
2008/9,1
2008/10,1
2008/11,1
2008/12,1
2009/1,1
2009/2,1
2009/3,1
2009/4,1
2009/5,1
2009/6,1
2009/7,1
2009/8,1
2009/9,1
2009/10,1
2009/11,1
2009/12,1
2010/1,1
2010/2,1
2010/3,1
2010/4,1
2010/5,1
2010/6,1
2010/7,1
2010/8,1
2010/9,1
2010/10,4
2010/11,26
2010/12,30
2011/1,33
2011/2,22
2011/3,19
2011/4,18
2011/5,19
2011/6,19
2011/7,25
2011/8,22
2011/9,15
2011/10,13
2011/11,13
2011/12,10
2012/1,12
2012/2,21
2012/3,12
2012/4,10
2012/5,14
2012/6,8
2012/7,17
2012/8,16
2012/9,8
2012/10,7
2012/11,7
2012/12,10
2013/1,15
2013/2,14
2013/3,6
2013/4,15
2013/5,10
2013/6,13
2013/7,12
2013/8,14
2013/9,12
2013/10,10
2013/11,10
2013/12,5
2014/1,17
2014/2,16
2014/3,10
2014/4,13
2014/5,12
2014/6,14
2014/7,18
2014/8,17
2014/9,14
2014/10,9
2014/11,11
2014/12,14
2015/1,3
2015/2,1
2015/3,1
2015/4,1
2015/5,1
2015/6,1
2015/7,1
2015/8,1
2015/9,1
2015/10,1
2015/11,1
2015/12,1
