date,review_count
2004/1,1
2004/2,1
2004/3,1
2004/4,1
2004/5,1
2004/6,1
2004/7,1
2004/8,1
2004/9,1
2004/10,1
2004/11,1
2004/12,1
2005/1,1
2005/2,1
2005/3,1
2005/4,1
2005/5,1
2005/6,1
2005/7,1
2005/8,1
2005/9,1
2005/10,1
2005/11,1
2005/12,1
2006/1,1
2006/2,1
2006/3,1
2006/4,1
2006/5,1
2006/6,1
2006/7,1
2006/8,1
2006/9,1
2006/10,1
2006/11,1
2006/12,1
2007/1,1
2007/2,1
2007/3,1
2007/4,1
2007/5,1
2007/6,1
2007/7,1
2007/8,1
2007/9,1
2007/10,1
2007/11,1
2007/12,1
2008/1,1
2008/2,1
2008/3,1
2008/4,1
2008/5,1
2008/6,1
2008/7,1
2008/8,1
2008/9,1
2008/10,1
2008/11,1
2008/12,1
2009/1,1
2009/2,1
2009/3,1
2009/4,1
2009/5,1
2009/6,1
2009/7,1
2009/8,1
2009/9,1
2009/10,1
2009/11,1
2009/12,1
2010/1,1
2010/2,1
2010/3,1
2010/4,3
2010/5,34
2010/6,25
2010/7,19
2010/8,26
2010/9,24
2010/10,18
2010/11,20
2010/12,21
2011/1,24
2011/2,19
2011/3,19
2011/4,24
2011/5,20
2011/6,20
2011/7,23
2011/8,20
2011/9,18
2011/10,14
2011/11,16
2011/12,15
2012/1,29
2012/2,29
2012/3,23
2012/4,18
2012/5,23
2012/6,24
2012/7,40
2012/8,32
2012/9,37
2012/10,25
2012/11,29
2012/12,31
2013/1,30
2013/2,24
2013/3,27
2013/4,27
2013/5,28
2013/6,40
2013/7,52
2013/8,53
2013/9,45
2013/10,41
2013/11,47
2013/12,43
2014/1,52
2014/2,45
2014/3,52
2014/4,58
2014/5,56
2014/6,55
2014/7,61
2014/8,64
2014/9,47
2014/10,43
2014/11,32
2014/12,33
2015/1,10
2015/2,1
2015/3,1
2015/4,1
2015/5,1
2015/6,1
2015/7,1
2015/8,1
2015/9,1
2015/10,1
2015/11,1
2015/12,1
