Year,Week_Num,Review_Count
2007,1,1
2007,2,1
2007,3,1
2007,4,1
2007,5,1
2007,6,1
2007,7,1
2007,8,1
2007,9,1
2007,10,1
2007,11,1
2007,12,1
2007,13,1
2007,14,1
2007,15,1
2007,16,1
2007,17,1
2007,18,1
2007,19,1
2007,20,1
2007,21,1
2007,22,1
2007,23,1
2007,24,1
2007,25,1
2007,26,1
2007,27,1
2007,28,1
2007,29,1
2007,30,1
2007,31,1
2007,32,1
2007,33,1
2007,34,1
2007,35,1
2007,36,1
2007,37,1
2007,38,1
2007,39,1
2007,40,1
2007,41,1
2007,42,1
2007,43,1
2007,44,1
2007,45,1
2007,46,1
2007,47,1
2007,48,1
2007,49,1
2007,50,1
2007,51,1
2007,52,3
2008,1,2
2008,2,2
2008,3,2
2008,4,1
2008,5,2
2008,6,1
2008,7,1
2008,8,1
2008,9,1
2008,10,2
2008,11,2
2008,12,2
2008,13,4
2008,14,4
2008,15,3
2008,16,1
2008,17,2
2008,18,2
2008,19,1
2008,20,2
2008,21,2
2008,22,2
2008,23,1
2008,24,1
2008,25,2
2008,26,1
2008,27,1
2008,28,4
2008,29,3
2008,30,1
2008,31,1
2008,32,3
2008,33,1
2008,34,1
2008,35,2
2008,36,2
2008,37,1
2008,38,1
2008,39,1
2008,40,1
2008,41,2
2008,42,1
2008,43,2
2008,44,1
2008,45,1
2008,46,1
2008,47,1
2008,48,2
2008,49,2
2008,50,1
2008,51,2
2008,52,1
2009,1,1
2009,2,3
2009,3,1
2009,4,6
2009,5,3
2009,6,3
2009,7,2
2009,8,2
2009,9,4
2009,10,1
2009,11,2
2009,12,1
2009,13,5
2009,14,2
2009,15,3
2009,16,1
2009,17,1
2009,18,1
2009,19,3
2009,20,2
2009,21,2
2009,22,3
2009,23,2
2009,24,1
2009,25,2
2009,26,1
2009,27,4
2009,28,3
2009,29,5
2009,30,2
2009,31,2
2009,32,7
2009,33,1
2009,34,1
2009,35,3
2009,36,7
2009,37,3
2009,38,2
2009,39,1
2009,40,2
2009,41,2
2009,42,5
2009,43,3
