Year,Week_Num,Review_Count
2012,1,5
2012,2,1
2012,3,1
2012,4,1
2012,5,1
2012,6,1
2012,7,1
2012,8,1
2012,9,1
2012,10,1
2012,11,1
2012,12,1
2012,13,1
2012,14,1
2012,15,1
2012,16,1
2012,17,1
2012,18,1
2012,19,1
2012,20,1
2012,21,1
2012,22,1
2012,23,1
2012,24,1
2012,25,1
2012,26,1
2012,27,1
2012,28,1
2012,29,1
2012,30,1
2012,31,1
2012,32,1
2012,33,1
2012,34,1
2012,35,1
2012,36,1
2012,37,1
2012,38,1
2012,39,1
2012,40,1
2012,41,1
2012,42,1
2012,43,1
2012,44,1
2012,45,1
2012,46,1
2012,47,1
2012,48,1
2012,49,1
2012,50,1
2012,51,3
2012,52,13
2013,1,1
2013,2,10
2013,3,10
2013,4,16
2013,5,9
2013,6,11
2013,7,16
2013,8,12
2013,9,21
2013,10,19
2013,11,24
2013,12,19
2013,13,12
2013,14,19
2013,15,18
2013,16,9
2013,17,18
2013,18,22
2013,19,16
2013,20,27
2013,21,22
2013,22,16
2013,23,18
2013,24,25
2013,25,19
2013,26,19
2013,27,26
2013,28,33
2013,29,29
2013,30,42
2013,31,16
2013,32,21
2013,33,37
2013,34,43
2013,35,24
2013,36,33
2013,37,22
2013,38,16
2013,39,14
2013,40,17
2013,41,14
2013,42,27
2013,43,17
2013,44,10
2013,45,20
2013,46,22
2013,47,12
2013,48,19
2013,49,19
2013,50,27
2013,51,25
2013,52,37
2014,1,1
2014,2,26
2014,3,18
2014,4,18
2014,5,25
2014,6,17
2014,7,23
2014,8,18
2014,9,27
2014,10,18
2014,11,13
2014,12,14
2014,13,29
2014,14,22
2014,15,28
2014,16,32
2014,17,16
2014,18,22
2014,19,12
2014,20,20
2014,21,20
2014,22,27
2014,23,26
2014,24,26
2014,25,22
2014,26,30
2014,27,34
2014,28,36
2014,29,44
2014,30,30
2014,31,32
2014,32,32
2014,33,26
2014,34,17
2014,35,30
2014,36,28
2014,37,17
2014,38,24
2014,39,29
2014,40,29
2014,41,22
2014,42,20
2014,43,30
2014,44,23
2014,45,26
2014,46,14
2014,47,26
2014,48,20
2014,49,14
2014,50,19
2014,51,17
2014,52,23
2015,1,1
2015,2,16
2015,3,1
2015,4,1
2015,5,1
2015,6,1
2015,7,1
2015,8,1
2015,9,1
2015,10,1
2015,11,1
2015,12,1
2015,13,1
2015,14,1
2015,15,1
2015,16,1
2015,17,1
2015,18,1
2015,19,1
2015,20,1
2015,21,1
2015,22,1
2015,23,1
2015,24,1
2015,25,1
2015,26,1
2015,27,1
2015,28,1
2015,29,1
2015,30,1
2015,31,1
2015,32,1
2015,33,1
2015,34,1
2015,35,1
2015,36,1
2015,37,1
2015,38,1
2015,39,1
2015,40,1
2015,41,1
2015,42,1
2015,43,1
2015,44,1
2015,45,1
2015,46,1
2015,47,1
2015,48,1
2015,49,1
2015,50,1
2015,51,1
2015,52,1
2015,53,1
