Date,review_count
2007-01-01,1
2007-01-08,1
2007-01-15,1
2007-01-22,1
2007-01-29,1
2007-02-05,1
2007-02-12,1
2007-02-19,1
2007-02-26,1
2007-03-05,1
2007-03-12,1
2007-03-19,1
2007-03-26,1
2007-04-02,1
2007-04-09,1
2007-04-16,1
2007-04-23,1
2007-04-30,1
2007-05-07,1
2007-05-14,1
2007-05-21,1
2007-05-28,1
2007-06-04,1
2007-06-11,1
2007-06-18,1
2007-06-25,1
2007-07-02,1
2007-07-09,1
2007-07-16,1
2007-07-23,1
2007-07-30,1
2007-08-06,1
2007-08-13,1
2007-08-20,1
2007-08-27,1
2007-09-03,1
2007-09-10,1
2007-09-17,1
2007-09-24,1
2007-10-01,1
2007-10-08,1
2007-10-15,1
2007-10-22,1
2007-10-29,1
2007-11-05,1
2007-11-12,1
2007-11-19,1
2007-11-26,1
2007-12-03,1
2007-12-10,1
2007-12-17,1
2007-12-24,3
2007-12-31,2
2008-01-07,2
2008-01-14,2
2008-01-21,1
2008-01-28,2
2008-02-04,1
2008-02-11,1
2008-02-18,1
2008-02-25,1
2008-03-03,2
2008-03-10,2
2008-03-17,2
2008-03-24,4
2008-03-31,4
2008-04-07,3
2008-04-14,1
2008-04-21,2
2008-04-28,2
2008-05-05,1
2008-05-12,2
2008-05-19,2
2008-05-26,2
2008-06-02,1
2008-06-09,1
2008-06-16,2
2008-06-23,1
2008-06-30,1
2008-07-07,4
2008-07-14,3
2008-07-21,1
2008-07-28,1
2008-08-04,3
2008-08-11,1
2008-08-18,1
2008-08-25,2
2008-09-01,2
2008-09-08,1
2008-09-15,1
2008-09-22,1
2008-09-29,1
2008-10-06,2
2008-10-13,1
2008-10-20,2
2008-10-27,1
2008-11-03,1
2008-11-10,1
2008-11-17,1
2008-11-24,2
2008-12-01,2
2008-12-08,1
2008-12-15,2
2008-12-22,1
2008-12-29,1
2009-01-05,3
2009-01-12,1
2009-01-19,6
2009-01-26,3
2009-02-02,3
2009-02-09,2
2009-02-16,2
2009-02-23,4
2009-03-02,1
2009-03-09,2
2009-03-16,1
2009-03-23,5
2009-03-30,2
2009-04-06,3
2009-04-13,1
2009-04-20,1
2009-04-27,1
2009-05-04,3
2009-05-11,2
2009-05-18,2
2009-05-25,3
2009-06-01,2
2009-06-08,1
2009-06-15,2
2009-06-22,1
2009-06-29,4
2009-07-06,3
2009-07-13,5
2009-07-20,2
2009-07-27,2
2009-08-03,7
2009-08-10,1
2009-08-17,1
2009-08-24,3
2009-08-31,7
2009-09-07,3
2009-09-14,2
2009-09-21,1
2009-09-28,2
2009-10-05,2
2009-10-12,5
2009-10-19,3
2009-10-26,2
2009-11-02,2
2009-11-09,3
2009-11-16,4
2009-11-23,5
2009-11-30,3
2009-12-07,3
2009-12-14,1
2009-12-21,2
2009-12-28,3
2010-01-04,6
2010-01-11,4
2010-01-18,4
2010-01-25,5
2010-02-01,3
2010-02-08,6
2010-02-15,2
2010-02-22,5
2010-03-01,7
2010-03-08,8
2010-03-15,4
2010-03-22,7
2010-03-29,5
2010-04-05,4
2010-04-12,6
2010-04-19,5
2010-04-26,3
2010-05-03,4
2010-05-10,4
2010-05-17,6
2010-05-24,2
2010-05-31,11
2010-06-07,12
2010-06-14,6
2010-06-21,13
2010-06-28,4
2010-07-05,7
2010-07-12,7
2010-07-19,9
2010-07-26,7
2010-08-02,13
2010-08-09,8
2010-08-16,13
2010-08-23,15
2010-08-30,16
2010-09-06,15
2010-09-13,11
2010-09-20,11
2010-09-27,5
2010-10-04,8
2010-10-11,14
2010-10-18,14
2010-10-25,6
2010-11-01,15
2010-11-08,18
2010-11-15,12
2010-11-22,7
2010-11-29,6
2010-12-06,6
2010-12-13,10
2010-12-20,13
2010-12-27,15
2011-01-03,3
2011-01-10,19
2011-01-17,21
2011-01-24,16
2011-01-31,14
2011-02-07,14
2011-02-14,21
2011-02-21,24
2011-02-28,18
2011-03-07,13
2011-03-14,9
2011-03-21,18
2011-03-28,17
2011-04-04,18
2011-04-11,15
2011-04-18,19
2011-04-25,12
2011-05-02,18
2011-05-09,14
2011-05-16,22
2011-05-23,11
2011-05-30,28
2011-06-06,15
2011-06-13,15
2011-06-20,18
2011-06-27,32
2011-07-04,26
2011-07-11,24
2011-07-18,24
2011-07-25,23
2011-08-01,15
2011-08-08,24
2011-08-15,17
2011-08-22,31
2011-08-29,18
2011-09-05,28
2011-09-12,21
2011-09-19,19
2011-09-26,19
2011-10-03,17
2011-10-10,17
2011-10-17,12
2011-10-24,14
2011-10-31,19
2011-11-07,16
2011-11-14,9
2011-11-21,14
2011-11-28,15
2011-12-05,11
2011-12-12,22
2011-12-19,21
2011-12-26,20
2012-01-02,28
2012-01-09,24
2012-01-16,24
2012-01-23,23
2012-01-30,14
2012-02-06,24
2012-02-13,18
2012-02-20,17
2012-02-27,21
2012-03-05,10
2012-03-12,12
2012-03-19,14
2012-03-26,11
2012-04-02,17
2012-04-09,17
2012-04-16,16
2012-04-23,17
2012-04-30,12
2012-05-07,14
2012-05-14,9
2012-05-21,16
2012-05-28,21
2012-06-04,19
2012-06-11,23
