Year,Week_Num,Review_Count
2009,1,1
2009,2,1
2009,3,1
2009,4,1
2009,5,1
2009,6,1
2009,7,1
2009,8,1
2009,9,1
2009,10,1
2009,11,1
2009,12,1
2009,13,1
2009,14,1
2009,15,4
2009,16,9
2009,17,4
2009,18,4
2009,19,10
2009,20,5
2009,21,4
2009,22,4
2009,23,6
2009,24,7
2009,25,8
2009,26,3
2009,27,4
2009,28,7
2009,29,8
2009,30,8
2009,31,11
2009,32,11
2009,33,6
2009,34,8
2009,35,5
2009,36,8
2009,37,5
2009,38,8
2009,39,9
2009,40,4
2009,41,7
2009,42,6
2009,43,5
2009,44,4
2009,45,4
2009,46,7
2009,47,4
2009,48,5
2009,49,3
2009,50,5
2009,51,2
2009,52,2
2009,53,3
2010,1,7
2010,2,10
2010,3,14
2010,4,7
2010,5,8
2010,6,4
2010,7,7
2010,8,6
2010,9,7
2010,10,4
2010,11,10
2010,12,7
2010,13,6
2010,14,7
2010,15,6
2010,16,11
2010,17,7
2010,18,10
2010,19,7
2010,20,5
2010,21,6
2010,22,9
2010,23,10
2010,24,11
2010,25,6
2010,26,5
2010,27,13
2010,28,9
2010,29,10
2010,30,8
2010,31,12
2010,32,9
2010,33,11
2010,34,9
2010,35,6
2010,36,17
2010,37,20
2010,38,9
2010,39,4
2010,40,7
2010,41,10
2010,42,15
2010,43,3
2010,44,9
2010,45,5
2010,46,11
2010,47,10
2010,48,8
2010,49,5
2010,50,12
2010,51,10
2010,52,6
2011,1,9
2011,2,13
2011,3,16
2011,4,9
2011,5,12
2011,6,9
2011,7,17
2011,8,9
2011,9,12
2011,10,7
2011,11,8
2011,12,11
2011,13,14
2011,14,9
2011,15,16
2011,16,10
2011,17,8
2011,18,5
2011,19,7
2011,20,9
2011,21,15
2011,22,13
2011,23,14
2011,24,9
2011,25,16
2011,26,22
2011,27,16
2011,28,9
2011,29,11
2011,30,11
2011,31,11
2011,32,17
2011,33,15
2011,34,19
2011,35,14
2011,36,13
2011,37,14
2011,38,14
2011,39,13
2011,40,10
2011,41,14
2011,42,10
2011,43,10
2011,44,10
2011,45,13
2011,46,7
2011,47,8
2011,48,9
2011,49,11
2011,50,11
2011,51,9
2011,52,12
2012,1,16
2012,2,10
2012,3,12
2012,4,18
2012,5,10
2012,6,10
2012,7,9
2012,8,6
2012,9,8
2012,10,8
2012,11,10
2012,12,8
2012,13,7
2012,14,11
2012,15,8
2012,16,6
2012,17,8
2012,18,6
2012,19,6
2012,20,8
2012,21,5
2012,22,5
2012,23,8
2012,24,6
2012,25,10
2012,26,10
2012,27,17
2012,28,6
2012,29,9
2012,30,12
2012,31,7
2012,32,16
2012,33,12
2012,34,13
2012,35,10
2012,36,11
2012,37,7
2012,38,6
2012,39,8
2012,40,12
2012,41,11
2012,42,9
2012,43,7
2012,44,5
2012,45,10
2012,46,8
2012,47,10
2012,48,2
2012,49,8
2012,50,8
2012,51,8
2012,52,13
2013,1,1
2013,2,9
2013,3,9
2013,4,12
2013,5,11
2013,6,7
2013,7,9
2013,8,6
2013,9,11
2013,10,5
2013,11,8
2013,12,10
2013,13,4
2013,14,19
2013,15,8
2013,16,10
2013,17,11
2013,18,12
2013,19,11
2013,20,7
2013,21,11
2013,22,8
2013,23,10
2013,24,20
2013,25,8
2013,26,17
2013,27,8
2013,28,13
2013,29,16
2013,30,15
2013,31,10
2013,32,14
2013,33,11
2013,34,13
2013,35,8
2013,36,12
2013,37,12
2013,38,8
2013,39,12
2013,40,8
2013,41,15
2013,42,10
2013,43,8
2013,44,5
2013,45,11
2013,46,8
2013,47,10
2013,48,8
2013,49,10
2013,50,11
2013,51,5
2013,52,15
2014,1,1
2014,2,15
2014,3,4
2014,4,11
2014,5,8
2014,6,13
2014,7,13
2014,8,20
2014,9,13
2014,10,10
2014,11,12
2014,12,14
2014,13,6
2014,14,14
2014,15,6
2014,16,10
2014,17,10
2014,18,13
2014,19,12
2014,20,14
2014,21,19
2014,22,7
2014,23,15
2014,24,9
2014,25,7
2014,26,17
2014,27,15
2014,28,16
2014,29,19
2014,30,22
2014,31,15
2014,32,19
2014,33,10
2014,34,23
2014,35,13
2014,36,16
2014,37,11
2014,38,11
2014,39,10
2014,40,11
2014,41,12
2014,42,13
2014,43,13
2014,44,15
2014,45,11
2014,46,10
2014,47,8
2014,48,11
2014,49,6
2014,50,5
2014,51,7
2014,52,17
2015,1,1
2015,2,9
2015,3,1
2015,4,1
2015,5,1
2015,6,1
2015,7,1
2015,8,1
2015,9,1
2015,10,1
2015,11,1
2015,12,1
2015,13,1
2015,14,1
2015,15,1
2015,16,1
2015,17,1
2015,18,1
2015,19,1
2015,20,1
2015,21,1
2015,22,1
2015,23,1
2015,24,1
2015,25,1
2015,26,1
2015,27,1
2015,28,1
2015,29,1
2015,30,1
2015,31,1
2015,32,1
2015,33,1
2015,34,1
2015,35,1
2015,36,1
2015,37,1
2015,38,1
2015,39,1
2015,40,1
2015,41,1
2015,42,1
2015,43,1
2015,44,1
2015,45,1
2015,46,1
2015,47,1
2015,48,1
2015,49,1
2015,50,1
2015,51,1
2015,52,1
2015,53,1
