Year,Week_Num,Review_Count
2006,1,1
2006,2,1
2006,3,1
2006,4,1
2006,5,1
2006,6,1
2006,7,1
2006,8,1
2006,9,1
2006,10,1
2006,11,1
2006,12,1
2006,13,1
2006,14,1
2006,15,2
2006,16,1
2006,17,1
2006,18,2
2006,19,1
2006,20,2
2006,21,1
2006,22,3
2006,23,1
2006,24,1
2006,25,1
2006,26,3
2006,27,3
2006,28,1
2006,29,1
2006,30,2
2006,31,2
2006,32,1
2006,33,2
2006,34,1
2006,35,2
2006,36,2
2006,37,4
2006,38,1
2006,39,1
2006,40,2
2006,41,1
2006,42,1
2006,43,2
2006,44,1
2006,45,1
2006,46,1
2006,47,1
2006,48,1
2006,49,1
2006,50,2
2006,51,2
2006,52,1
2007,1,3
2007,2,2
2007,3,2
2007,4,3
2007,5,1
2007,6,1
2007,7,1
2007,8,2
2007,9,2
2007,10,1
2007,11,2
2007,12,1
2007,13,1
2007,14,1
2007,15,3
2007,16,2
2007,17,2
2007,18,1
2007,19,2
2007,20,2
2007,21,2
2007,22,4
2007,23,2
2007,24,3
2007,25,2
2007,26,2
2007,27,4
2007,28,3
2007,29,4
2007,30,2
2007,31,2
2007,32,5
2007,33,3
2007,34,2
2007,35,4
2007,36,1
2007,37,2
2007,38,5
2007,39,4
2007,40,2
2007,41,3
2007,42,1
2007,43,8
2007,44,2
2007,45,1
2007,46,2
2007,47,5
2007,48,3
2007,49,4
2007,50,2
2007,51,3
2007,52,3
2008,1,7
2008,2,2
2008,3,9
2008,4,1
2008,5,4
2008,6,4
2008,7,2
2008,8,3
2008,9,7
2008,10,5
2008,11,5
2008,12,8
2008,13,5
2008,14,9
2008,15,9
2008,16,3
2008,17,2
2008,18,2
2008,19,5
2008,20,7
2008,21,4
2008,22,4
2008,23,7
2008,24,5
2008,25,9
2008,26,7
2008,27,7
2008,28,3
2008,29,7
2008,30,4
2008,31,5
2008,32,5
2008,33,7
2008,34,8
2008,35,10
2008,36,5
2008,37,8
2008,38,4
2008,39,2
2008,40,3
2008,41,10
2008,42,1
2008,43,5
2008,44,4
2008,45,7
2008,46,6
2008,47,6
2008,48,4
2008,49,6
2008,50,5
2008,51,3
2008,52,10
2009,1,3
2009,2,18
2009,3,10
2009,4,10
2009,5,6
2009,6,5
2009,7,7
2009,8,3
2009,9,10
2009,10,10
2009,11,10
2009,12,3
2009,13,8
2009,14,7
2009,15,10
2009,16,9
2009,17,7
2009,18,10
2009,19,4
2009,20,2
2009,21,10
2009,22,8
2009,23,6
2009,24,5
2009,25,5
2009,26,7
2009,27,9
2009,28,10
2009,29,9
2009,30,16
2009,31,10
2009,32,11
2009,33,6
2009,34,7
2009,35,7
2009,36,5
2009,37,10
2009,38,9
2009,39,7
2009,40,9
2009,41,4
2009,42,4
2009,43,4
2009,44,6
2009,45,7
2009,46,7
2009,47,15
2009,48,12
2009,49,8
2009,50,8
